Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
4275,EMP0004276,James Dodson,IT,Software Engineer,17/08/2020,"Lake Sandramouth, Egypt",5,4,Resigned,On-site,851760
4276,EMP0004277,Ryan Fuller,Sales,Account Manager,07/12/2019,"East Christinamouth, Poland",2,5,Retired,On-site,558345
4277,EMP0004278,James Atkins,Sales,Sales Executive,12/08/2018,"Paulberg, Angola",3,7,Active,On-site,528258
4278,EMP0004279,Stacey Olson,Sales,Sales Executive,06/11/2015,"Lake Kimberly, Marshall Islands",5,9,Active,Remote,514712
4279,EMP0004280,Juan Hicks,IT,Software Engineer,16/04/2018,"Port Ronaldhaven, Thailand",5,7,Resigned,On-site,740898
4280,EMP0004281,Mark Schmidt,IT,Data Analyst,19/02/2018,"Markborough, Christmas Island",1,7,Active,Remote,454985
4281,EMP0004282,Cynthia Rodriguez,Operations,Logistics Coordinator,26/03/2017,"Lake David, Pakistan",2,8,Active,On-site,669165
4282,EMP0004283,Troy Smith,Marketing,Content Strategist,07/02/2023,"New Benjaminfort, Belgium",1,2,Active,On-site,705746
4283,EMP0004284,Michele Robinson,Sales,Sales Executive,20/12/2017,"East David, Samoa",3,7,Active,On-site,816310
4284,EMP0004285,Benjamin Gardner,IT,Software Engineer,20/08/2018,"Martinport, Libyan Arab Jamahiriya",2,6,Active,Remote,930751
4285,EMP0004286,Elijah Kennedy,Marketing,Marketing Executive,25/11/2018,"East Nicholas, Luxembourg",2,6,Resigned,On-site,866027
4286,EMP0004287,Michael Wells,Finance,Financial Analyst,31/01/2016,"Port Lori, United States Virgin Islands",3,9,Active,On-site,1439959
4287,EMP0004288,Mark Jackson,HR,Talent Acquisition Specialist,03/07/2016,"Lake Cindystad, Liechtenstein",3,9,Active,On-site,1058785
4288,EMP0004289,Duane Silva,HR,HR Executive,26/01/2016,"South Josephland, Ecuador",1,9,Active,Remote,383283
4289,EMP0004290,Chad Bryan,Sales,Account Manager,03/04/2024,"North Crystalview, Australia",4,1,Active,Remote,888856
4290,EMP0004291,Jordan Johnson,Sales,Sales Executive,03/08/2024,"Burnsborough, Madagascar",2,1,Active,Remote,681272
4291,EMP0004292,Tony Savage,Operations,Logistics Coordinator,14/09/2024,"West Gabriel, Cocos (Keeling) Islands",3,0,Active,On-site,561746
4292,EMP0004293,Michael Garcia,Sales,Sales Executive,16/06/2025,"North Johntown, Antigua and Barbuda",5,0,Active,Remote,743549
4293,EMP0004294,Michael Harrison,Operations,Logistics Coordinator,05/06/2022,"West Victorbury, Tokelau",1,3,Active,On-site,408272
4294,EMP0004295,Shannon Gilbert,Sales,Sales Executive,09/11/2018,"Justinport, South Africa",5,6,Active,On-site,637368
4295,EMP0004296,Michael Koch,Sales,Account Manager,28/04/2025,"South Amyberg, San Marino",3,0,Resigned,Remote,1099409
4296,EMP0004297,Veronica Torres,Marketing,Marketing Executive,17/06/2019,"New Gary, New Zealand",1,6,Active,Remote,870812
4297,EMP0004298,Lucas Elliott,IT,Software Engineer,12/08/2018,"Kristenberg, Hong Kong",4,7,Active,On-site,812523
4298,EMP0004299,Maureen Frank,Finance,Finance Manager,21/09/2016,"Davisfurt, Tunisia",5,8,Active,Remote,1884055
4299,EMP0004300,Amanda Carroll,Finance,Finance Manager,14/02/2020,"Nicholasborough, Portugal",1,5,Retired,On-site,2173800
4300,EMP0004301,Edward Burns,Finance,Accountant,09/03/2018,"Port Robert, Montserrat",5,7,Active,Remote,772352
4301,EMP0004302,Jacob Gardner,IT,Software Engineer,22/01/2022,"East James, China",1,3,Resigned,Remote,1468451
4302,EMP0004303,Scott Walker,HR,HR Executive,05/07/2019,"South Veronicaside, Venezuela",1,6,Active,Remote,633874
4303,EMP0004304,Dr. Dawn Shaw,IT,IT Manager,14/03/2018,"Jimmytown, Tokelau",5,7,Active,Remote,2357801
4304,EMP0004305,Raymond Hopkins,Operations,Supply Chain Manager,15/12/2022,"New Margaretstad, Cape Verde",2,2,Resigned,Remote,1075679
4305,EMP0004306,Elizabeth Dunn,IT,Data Analyst,01/08/2024,"Melissashire, Eritrea",4,1,Active,Remote,700083
4306,EMP0004307,Robert Randolph,Marketing,Content Strategist,10/10/2023,"Lake Dennisfurt, Burundi",4,1,Retired,On-site,938833
4307,EMP0004308,Dillon Rios,IT,CTO,28/08/2012,"South Joel, Jamaica",4,12,Active,On-site,686441
4308,EMP0004309,John Jackson,IT,CTO,21/02/2019,"Cunninghammouth, Saint Vincent and the Grenadines",2,6,Active,Remote,1034348
4309,EMP0004310,Mark Hunt,Sales,Sales Executive,19/06/2021,"West Amyside, Uruguay",5,4,Retired,Remote,838437
4310,EMP0004311,Taylor Vega,Sales,Business Development Manager,18/01/2022,"Parksberg, Finland",4,3,Active,Remote,1327299
4311,EMP0004312,Tiffany Brady,Operations,Logistics Coordinator,04/08/2023,"Robinbury, Lesotho",2,2,Retired,On-site,652498
4312,EMP0004313,Donna Chandler,HR,HR Manager,24/06/2020,"Port Timothy, Belize",5,5,Active,On-site,1733751
4313,EMP0004314,Shirley Ward,IT,Software Engineer,19/08/2016,"New David, Bouvet Island (Bouvetoya)",5,8,Active,Remote,1341508
4314,EMP0004315,Jordan Smith,Finance,Accountant,11/10/2024,"Darlenemouth, Uruguay",3,0,Active,On-site,777758
4315,EMP0004316,Christian Mccoy,Marketing,Marketing Executive,12/10/2023,"Foleybury, Taiwan",4,1,Active,On-site,637717
4316,EMP0004317,Kyle Elliott,IT,DevOps Engineer,08/01/2019,"South Eric, Syrian Arab Republic",2,6,Active,On-site,611017
4317,EMP0004318,Stacy Duran,Marketing,SEO Specialist,29/08/2021,"Angelmouth, Guam",2,3,Active,On-site,980820
4318,EMP0004319,Jennifer Johnson,Sales,Account Manager,25/03/2014,"Hendersonmouth, United Arab Emirates",4,11,Active,Remote,1010813
4319,EMP0004320,Daniel Kim,Marketing,SEO Specialist,13/01/2025,"Bradleytown, Marshall Islands",1,0,Resigned,On-site,662148
4320,EMP0004321,Parker Herrera,IT,Software Engineer,27/07/2019,"Port Chelseaton, Egypt",5,6,Retired,Remote,1234185
4321,EMP0004322,Jesse Martinez,Finance,CFO,03/12/2020,"East Justin, Anguilla",3,4,Active,On-site,414979
4322,EMP0004323,Katelyn Foster,Finance,Accountant,18/12/2021,"Port Kimberly, Canada",1,3,Active,Remote,725775
4323,EMP0004324,Raymond Sims,IT,Software Engineer,12/01/2025,"Careymouth, Kyrgyz Republic",4,0,Active,Remote,1424364
4324,EMP0004325,Jacob Hall,Marketing,SEO Specialist,30/04/2021,"Justinfurt, Japan",5,4,Active,Remote,537149
4325,EMP0004326,Alexander Brown,Operations,Operations Executive,01/12/2016,"Margarethaven, Azerbaijan",1,8,Active,Remote,445334
4326,EMP0004327,Carolyn Lloyd,Sales,Account Manager,19/05/2021,"North Nataliechester, Korea",3,4,Active,On-site,615145
4327,EMP0004328,Katherine Everett,Marketing,Marketing Executive,22/06/2016,"Nathantown, Saint Pierre and Miquelon",1,9,Active,Remote,1136182
4328,EMP0004329,John Ramos,Operations,Logistics Coordinator,15/05/2023,"Karenbury, Guatemala",1,2,Active,On-site,742783
4329,EMP0004330,Nicole Stephenson,IT,DevOps Engineer,25/03/2023,"Lake Jimmy, Panama",3,2,Active,On-site,516353
4330,EMP0004331,Amanda Martinez,IT,CTO,01/10/2020,"South Codyside, Mexico",5,4,Retired,Remote,1027693
4331,EMP0004332,Cathy Jones,HR,Talent Acquisition Specialist,22/10/2021,"Lake Samanthaside, Sierra Leone",1,3,Active,Remote,580040
4332,EMP0004333,Wendy Spence,Operations,Operations Executive,04/04/2025,"Reyesmouth, Cocos (Keeling) Islands",4,0,Active,On-site,774623
4333,EMP0004334,Theresa Sanders,Sales,Sales Executive,08/09/2018,"North Elizabethfurt, Uganda",2,6,Resigned,On-site,891481
4334,EMP0004335,Thomas Gordon,Sales,Sales Executive,17/08/2023,"East Deannahaven, Latvia",4,1,Resigned,On-site,676474
4335,EMP0004336,Lisa Holt,Sales,Account Manager,19/12/2020,"Markland, Mexico",1,4,Active,On-site,1095743
4336,EMP0004337,Kaitlin Weaver,HR,HR Executive,14/11/2018,"Sherryview, Malta",2,6,Resigned,Remote,678036
4337,EMP0004338,Elizabeth Smith,Operations,Operations Executive,12/05/2021,"East Allenview, Nicaragua",2,4,Resigned,On-site,960309
4338,EMP0004339,William Mathews,IT,CTO,23/10/2024,"Jenkinsbury, Timor-Leste",1,0,Resigned,Remote,1150582
4339,EMP0004340,James Barrett,Sales,Business Development Manager,18/07/2024,"Christophermouth, Mauritania",4,1,Resigned,On-site,1475116
4340,EMP0004341,Melissa Miller,Sales,Sales Executive,26/04/2025,"Lake Nancy, Egypt",2,0,Active,On-site,444588
4341,EMP0004342,Scott Mcclain,IT,IT Manager,08/05/2014,"Wrighthaven, Afghanistan",1,11,Active,Remote,2143227
4342,EMP0004343,Rebecca Miller,Operations,Logistics Coordinator,04/10/2019,"Gregorytown, Djibouti",3,5,Resigned,On-site,691157
4343,EMP0004344,Jeffrey Holder,Finance,Finance Manager,17/09/2016,"Johnnyburgh, Cambodia",3,8,Resigned,Remote,1229845
4344,EMP0004345,Mrs. Jennifer Wells DDS,Sales,Sales Executive,21/11/2017,"Jakemouth, China",3,7,Active,On-site,763181
4345,EMP0004346,John Drake,R&D,Lab Technician,10/03/2022,"Lake Betty, Papua New Guinea",3,3,Retired,On-site,1091812
4346,EMP0004347,Keith Bell,HR,HR Executive,01/11/2013,"Derekside, Gabon",5,11,Active,Remote,677312
4347,EMP0004348,Diana Perez,IT,Software Engineer,03/10/2016,"Port Stephen, Ukraine",3,8,Active,On-site,1241114
4348,EMP0004349,Tanya Daniel,Sales,Business Development Manager,03/05/2012,"East Ricky, Greece",1,13,Active,Remote,1552594
4349,EMP0004350,Patricia Chase,Finance,CFO,25/06/2025,"Jamesview, Egypt",4,0,Active,Remote,570333
4350,EMP0004351,Paige Powers,Sales,Account Manager,20/03/2019,"Millerburgh, Bouvet Island (Bouvetoya)",5,6,Active,On-site,852426
4351,EMP0004352,Mr. William Mitchell DDS,Marketing,Content Strategist,12/04/2023,"Moranshire, Argentina",5,2,Active,Remote,734416
4352,EMP0004353,Cassidy Parker,Operations,Logistics Coordinator,20/02/2025,"Lake Daisychester, Ghana",1,0,Active,On-site,713100
4353,EMP0004354,Gabriel Allen,HR,HR Executive,12/04/2017,"South Catherine, Israel",3,8,Active,Remote,787896
4354,EMP0004355,Candice Golden,Sales,Account Manager,07/03/2011,"Samanthashire, Malaysia",4,14,Retired,On-site,504428
4355,EMP0004356,Travis Hill,IT,Data Analyst,23/02/2022,"Juliemouth, Mauritius",2,3,Resigned,On-site,548742
4356,EMP0004357,David Smith,Marketing,Brand Manager,12/11/2010,"South Adam, Central African Republic",1,14,Active,On-site,472853
4357,EMP0004358,Christopher Russell,R&D,Research Scientist,11/06/2024,"Jamesberg, Saint Pierre and Miquelon",5,1,Active,Remote,561805
4358,EMP0004359,Jason Torres,IT,Data Analyst,04/03/2017,"Tracifort, Palestinian Territory",3,8,Resigned,On-site,1077303
4359,EMP0004360,Shari Hill,Operations,Operations Director,13/07/2024,"North Hannahfurt, Belgium",5,1,Active,Remote,599625
4360,EMP0004361,Russell Torres,Sales,Account Manager,20/09/2017,"Millerport, Grenada",4,7,Active,Remote,792449
4361,EMP0004362,Steven Ortiz,IT,Software Engineer,24/09/2019,"Ayalafort, France",2,5,Active,On-site,1261802
4362,EMP0004363,Michael Daniel,Operations,Supply Chain Manager,28/07/2022,"Lake Hannah, Italy",4,3,Active,On-site,494492
4363,EMP0004364,Andrew Vance,HR,HR Manager,07/09/2021,"Davidview, Malaysia",3,3,Active,Remote,835572
4364,EMP0004365,Sandra Anthony,R&D,Research Scientist,25/09/2024,"New Sandraborough, Montserrat",4,0,Resigned,Remote,526282
4365,EMP0004366,Kevin Cook,Operations,Supply Chain Manager,12/12/2015,"Gilmorestad, Sweden",4,9,Active,Remote,728619
4366,EMP0004367,Mark Decker,IT,Software Engineer,15/07/2012,"Tiffanyhaven, Serbia",3,13,Resigned,On-site,1483165
4367,EMP0004368,Donald Patton,Sales,Sales Executive,01/04/2024,"Conleyville, Lebanon",1,1,Active,On-site,592571
4368,EMP0004369,Stacey Davis,IT,IT Manager,03/02/2013,"Nixonhaven, French Southern Territories",3,12,Active,On-site,2461315
4369,EMP0004370,David Martinez,HR,Talent Acquisition Specialist,09/11/2023,"Richardburgh, Isle of Man",4,1,Active,On-site,1072626
4370,EMP0004371,Thomas Flores,Operations,Supply Chain Manager,31/08/2021,"South Dennis, Norfolk Island",3,3,Terminated,On-site,710431
4371,EMP0004372,Dorothy Knapp,Sales,Account Manager,13/04/2018,"South Derek, Spain",4,7,Active,On-site,973280
4372,EMP0004373,Bethany Turner,HR,HR Manager,10/03/2016,"South Dana, Reunion",2,9,Terminated,On-site,933495
4373,EMP0004374,Lisa Griffith,HR,Talent Acquisition Specialist,13/07/2018,"Jacksonbury, Equatorial Guinea",3,7,Active,Remote,1164132
4374,EMP0004375,Alex Wagner,Sales,Sales Executive,17/02/2017,"New Michaelfort, Andorra",3,8,Active,Remote,866658
4375,EMP0004376,Zachary Ortiz,Operations,Operations Executive,21/01/2017,"South Frank, Venezuela",5,8,Active,On-site,1139997
4376,EMP0004377,Kenneth Morales,IT,DevOps Engineer,05/09/2016,"North Zachary, Sierra Leone",3,8,Active,On-site,861643
4377,EMP0004378,Anthony Jenkins,IT,Software Engineer,21/11/2024,"Melissabury, Nicaragua",4,0,Active,Remote,1160177
4378,EMP0004379,Courtney Vasquez,IT,IT Manager,22/12/2024,"Phillipsside, Cameroon",3,0,Active,Remote,2911634
4379,EMP0004380,Robert Watson,IT,CTO,19/02/2013,"Lake Emmaton, Dominica",2,12,Active,On-site,1108367
4380,EMP0004381,Terry Martin,R&D,Research Scientist,21/08/2011,"Adamsville, Swaziland",2,13,Terminated,On-site,642178
4381,EMP0004382,Sharon Ashley,Operations,Operations Director,17/09/2018,"Raybury, Saint Helena",2,6,Active,On-site,582529
4382,EMP0004383,Justin Bennett,IT,Data Analyst,10/11/2020,"West Michelleberg, Central African Republic",2,4,Retired,Remote,985701
4383,EMP0004384,Regina Garcia,Sales,Sales Executive,23/11/2024,"Lake Charles, Portugal",5,0,Active,On-site,616512
4384,EMP0004385,Carrie Fernandez,Operations,Operations Executive,28/03/2017,"Davidmouth, Netherlands",1,8,Active,On-site,754005
4385,EMP0004386,Dennis Scott,Sales,Sales Executive,25/08/2015,"Sarahside, Romania",1,9,Retired,Remote,626344
4386,EMP0004387,Eric Morales,IT,DevOps Engineer,06/09/2018,"Leeburgh, Burundi",3,6,Active,On-site,581862
4387,EMP0004388,Julie Smith,IT,Data Analyst,30/08/2022,"Lake Victorbury, Equatorial Guinea",4,2,Active,On-site,866295
4388,EMP0004389,Patricia Harper,Operations,Operations Executive,26/09/2017,"Andrewside, Trinidad and Tobago",5,7,Active,Remote,1143975
4389,EMP0004390,Veronica Harrington,IT,Software Engineer,06/04/2019,"Valeriebury, Paraguay",4,6,Retired,Remote,1798071
4390,EMP0004391,Sarah Harper,Marketing,SEO Specialist,11/01/2016,"Mccoymouth, Bahamas",4,9,Active,Remote,908052
4391,EMP0004392,Jessica Wallace,HR,Talent Acquisition Specialist,29/09/2024,"Sharonmouth, Spain",5,0,Active,On-site,500596
4392,EMP0004393,Debra Rodriguez,Marketing,SEO Specialist,01/12/2020,"East Shawn, Saint Martin",4,4,Active,Remote,686661
4393,EMP0004394,Lisa Garcia,Sales,Sales Executive,09/11/2023,"South Henryburgh, Austria",1,1,Active,On-site,602551
4394,EMP0004395,Kimberly Park,Marketing,SEO Specialist,23/04/2021,"Port Joshua, Macao",1,4,Resigned,On-site,413541
4395,EMP0004396,Steven Thornton,Marketing,Marketing Executive,03/03/2019,"Dustinborough, Barbados",4,6,Active,On-site,650836
4396,EMP0004397,Shelly Wilson,Operations,Logistics Coordinator,03/06/2020,"Lake Michael, Luxembourg",1,5,Active,On-site,614864
4397,EMP0004398,Lisa Bishop DDS,Finance,Finance Manager,14/01/2021,"Patrickhaven, Nauru",2,4,Resigned,On-site,1961407
4398,EMP0004399,Brian Johnson,Marketing,Marketing Executive,18/01/2023,"East Sheri, Azerbaijan",2,2,Active,On-site,725674
4399,EMP0004400,Michelle Dominguez,IT,Software Engineer,24/03/2014,"Torresburgh, Tonga",4,11,Active,On-site,1092791
4400,EMP0004401,Michael Kelly,Operations,Operations Executive,09/02/2018,"Jaredville, Comoros",5,7,Retired,On-site,418217
4401,EMP0004402,Eric Holt,Operations,Logistics Coordinator,10/12/2016,"Amandaport, Palestinian Territory",1,8,Active,Remote,688438
4402,EMP0004403,Jesus Walker,Marketing,Brand Manager,16/06/2021,"Colinbury, Indonesia",2,4,Resigned,Remote,619981
4403,EMP0004404,Justin Braun,IT,Software Engineer,22/10/2016,"East Kimberlychester, Pitcairn Islands",4,8,Active,On-site,993874
4404,EMP0004405,Laurie Sandoval,Finance,Finance Manager,09/04/2024,"Masonfort, Congo",5,1,Active,On-site,1946429
4405,EMP0004406,Theresa Chavez,IT,Software Engineer,22/06/2011,"Reginaldmouth, Maldives",5,14,Active,On-site,1654433
4406,EMP0004407,Gerald Taylor,HR,HR Executive,06/01/2019,"South Georgeside, United States of America",2,6,Active,On-site,509286
4407,EMP0004408,Peter Robinson,IT,Software Engineer,29/04/2024,"Bishopton, Bangladesh",1,1,Active,Remote,1547660
4408,EMP0004409,James Reed,Operations,Operations Executive,29/11/2019,"Lake Alisonhaven, Sudan",1,5,Active,On-site,938443
4409,EMP0004410,Zoe Merritt,Marketing,SEO Specialist,19/03/2025,"Chanton, Liberia",2,0,Active,On-site,758581
4410,EMP0004411,Michael Burns,HR,HR Director,01/03/2021,"Samanthaland, Belize",3,4,Active,On-site,985195
4411,EMP0004412,Stacy Gonzalez,IT,Software Engineer,16/11/2022,"New Deborah, Mali",2,2,Active,Remote,825699
4412,EMP0004413,Matthew Perez,Finance,Accountant,22/06/2021,"East Christopher, Uganda",4,4,Terminated,Remote,818683
4413,EMP0004414,Fred Kramer,Sales,Business Development Manager,16/01/2014,"Batesview, Cook Islands",5,11,Active,On-site,1437936
4414,EMP0004415,Shawn Wilson,IT,IT Manager,31/12/2015,"Port Jaychester, Turks and Caicos Islands",5,9,Active,Remote,1918875
4415,EMP0004416,Brittany Mann,Finance,Financial Analyst,19/11/2024,"Port Tyler, Jordan",5,0,Active,On-site,1259844
4416,EMP0004417,Mark Leonard,Sales,Sales Executive,18/02/2017,"New Josephshire, Sweden",5,8,Active,Remote,606469
4417,EMP0004418,Devon Huang,Sales,Sales Director,07/09/2020,"Thompsontown, Andorra",1,4,Active,On-site,1025162
4418,EMP0004419,John Huff,IT,Data Analyst,16/09/2024,"Michaelhaven, Bahrain",1,0,Active,On-site,817466
4419,EMP0004420,Keith Tanner MD,Operations,Supply Chain Manager,02/03/2023,"Lake Jameschester, French Guiana",5,2,Active,On-site,726537
4420,EMP0004421,Kara Campbell,IT,Software Engineer,29/03/2022,"New Andrew, Turkmenistan",2,3,Active,On-site,1489986
4421,EMP0004422,Jeff Smith,HR,HR Executive,10/08/2021,"North Janicetown, Swaziland",3,4,Resigned,On-site,457786
4422,EMP0004423,Lisa Decker,Finance,Accountant,20/07/2016,"East Anthony, Singapore",1,9,Active,On-site,882017
4423,EMP0004424,Isaac Price,Finance,Accountant,30/04/2018,"Elizabethfurt, Senegal",5,7,Terminated,On-site,627714
4424,EMP0004425,Gregory Lopez,Finance,Financial Analyst,23/10/2020,"Grantland, Kiribati",4,4,Resigned,On-site,946720
4425,EMP0004426,Jeffrey Maldonado,IT,Software Engineer,31/10/2024,"Garyberg, Eritrea",3,0,Active,On-site,772310
4426,EMP0004427,Rachel Mata,Finance,Financial Analyst,09/06/2022,"East Michaelland, Latvia",4,3,Active,On-site,1324352
4427,EMP0004428,Paul Brown,R&D,Lab Technician,07/06/2020,"Fostertown, Ecuador",4,5,Active,Remote,1007400
4428,EMP0004429,Christopher Sandoval,IT,Data Analyst,29/03/2019,"West Kenneth, Senegal",1,6,Active,Remote,982592
4429,EMP0004430,Bryan Sanders,HR,HR Manager,19/02/2023,"New Brandonburgh, Micronesia",2,2,Active,On-site,1659219
4430,EMP0004431,Stephanie Hayes,Sales,Sales Executive,30/11/2015,"Lake Brentchester, Nauru",4,9,Active,On-site,817357
4431,EMP0004432,Nicholas Thompson,Marketing,Marketing Executive,11/09/2022,"Youngberg, Sierra Leone",3,2,Resigned,On-site,1047408
4432,EMP0004433,Fernando Palmer,IT,Software Engineer,15/06/2013,"East Jennifer, Tajikistan",4,12,Terminated,Remote,1606211
4433,EMP0004434,Carmen Green,IT,DevOps Engineer,10/01/2019,"East Victoria, China",4,6,Active,On-site,879649
4434,EMP0004435,Denise Brown,IT,Software Engineer,22/03/2013,"North Joyceshire, Romania",5,12,Retired,Remote,674789
4435,EMP0004436,Tracy Tanner,IT,Software Engineer,01/05/2024,"Annetteburgh, Central African Republic",5,1,Active,Remote,647513
4436,EMP0004437,Teresa Briggs,Sales,Sales Executive,10/03/2022,"West Pamelaville, Niger",3,3,Active,On-site,674804
4437,EMP0004438,Patricia Wallace,Finance,Financial Analyst,08/02/2013,"Angelaland, Papua New Guinea",3,12,Active,On-site,719997
4438,EMP0004439,Michelle Meyers,IT,CTO,10/05/2019,"Andersonview, Western Sahara",1,6,Active,Remote,882398
4439,EMP0004440,Joseph Chavez,Marketing,Marketing Executive,26/08/2020,"Williamfurt, Malta",2,4,Resigned,On-site,1045815
4440,EMP0004441,Bradley Jackson,Finance,Financial Analyst,22/05/2025,"South Ericville, Dominica",5,0,Active,On-site,1441709
4441,EMP0004442,Joseph Curtis,Sales,Sales Executive,05/12/2020,"West Christopher, Bangladesh",2,4,Active,On-site,505600
4442,EMP0004443,Mark Barajas,R&D,Research Scientist,29/11/2024,"Rodriguezport, Kiribati",2,0,Resigned,On-site,449943
4443,EMP0004444,Lynn Erickson,Finance,Financial Analyst,25/10/2016,"Port Stephenshire, Palestinian Territory",4,8,Terminated,On-site,1150652
4444,EMP0004445,Caleb Taylor,Sales,Sales Executive,19/02/2016,"New Jessica, Japan",4,9,Terminated,Remote,567749
4445,EMP0004446,Vincent Bishop,Operations,Operations Executive,01/06/2020,"East Jeffreyport, Wallis and Futuna",5,5,Active,On-site,862417
4446,EMP0004447,Nicole Adams,Finance,Financial Analyst,03/02/2021,"Laurastad, Nepal",5,4,Active,On-site,1238552
4447,EMP0004448,Christian Bailey,IT,Software Engineer,30/09/2022,"Port Jamesborough, Finland",5,2,Active,On-site,800013
4448,EMP0004449,James Walker,Operations,Logistics Coordinator,14/09/2020,"East Raymondland, Cayman Islands",3,4,Active,On-site,754025
4449,EMP0004450,Erik Hampton,Marketing,Marketing Executive,27/07/2024,"Davischester, Guadeloupe",1,1,Active,On-site,436129
4450,EMP0004451,Trevor Carroll,IT,Software Engineer,13/02/2018,"Port Daniel, China",1,7,Active,Remote,1121856
4451,EMP0004452,Virginia Smith,Operations,Logistics Coordinator,29/03/2025,"Franklinborough, Colombia",5,0,Active,On-site,684545
4452,EMP0004453,Victoria Nichols,Operations,Logistics Coordinator,24/10/2015,"Bowenville, Luxembourg",4,9,Active,On-site,801738
4453,EMP0004454,Darlene Douglas,Sales,Sales Executive,09/10/2022,"Kevinfurt, Holy See (Vatican City State)",3,2,Resigned,On-site,578499
4454,EMP0004455,Daniel Johnson,Operations,Operations Executive,04/01/2012,"East Sarahberg, Micronesia",3,13,Active,On-site,1067985
4455,EMP0004456,William Gibson,IT,DevOps Engineer,24/10/2021,"Mitchellside, French Guiana",3,3,Active,On-site,656759
4456,EMP0004457,James Sparks,IT,IT Manager,27/05/2018,"Port Amanda, Isle of Man",3,7,Retired,Remote,1344530
4457,EMP0004458,Jean Harris,HR,Talent Acquisition Specialist,21/04/2023,"North Philliptown, Guatemala",4,2,Retired,Remote,859022
4458,EMP0004459,Aaron Brown,Sales,Sales Executive,14/06/2025,"Chambersfort, Cyprus",2,0,Resigned,On-site,753187
4459,EMP0004460,Carl Vega,Operations,Operations Executive,10/03/2025,"Wisebury, Falkland Islands (Malvinas)",2,0,Active,On-site,1137480
4460,EMP0004461,Andrew Reeves,Finance,Financial Analyst,18/05/2023,"New Levi, Saint Martin",4,2,Active,On-site,1265218
4461,EMP0004462,Bernard Rodgers,IT,Data Analyst,17/12/2012,"West Erikaton, Cyprus",1,12,Resigned,On-site,592997
4462,EMP0004463,David Fisher,IT,Software Engineer,31/10/2011,"West Margaretview, Slovenia",2,13,Active,On-site,1745305
4463,EMP0004464,Victor Porter,IT,Software Engineer,27/08/2019,"Ramosstad, New Caledonia",3,5,Active,On-site,1255572
4464,EMP0004465,Miss Kaylee Barber,IT,Software Engineer,27/10/2022,"Lake Samuel, United Kingdom",3,2,Active,Remote,1390885
4465,EMP0004466,Jason Higgins,IT,Data Analyst,28/05/2018,"Thomasfurt, Palestinian Territory",1,7,Active,On-site,525665
4466,EMP0004467,Pamela Briggs,Operations,Operations Executive,04/06/2016,"Brownhaven, Mauritius",5,9,Resigned,On-site,784875
4467,EMP0004468,Karen Thomas,Marketing,SEO Specialist,09/08/2025,"New Matthewmouth, Greece",1,0,Active,Remote,815686
4468,EMP0004469,Daryl Carter,Sales,Sales Executive,12/10/2018,"North Kristaport, Mozambique",5,6,Active,Remote,454759
4469,EMP0004470,Mary Barker,IT,Software Engineer,06/01/2017,"Port Jenniferfurt, Isle of Man",2,8,Active,On-site,1494108
4470,EMP0004471,Amy Phillips,Operations,Logistics Coordinator,16/04/2022,"Dianestad, Netherlands Antilles",2,3,Active,Remote,819062
4471,EMP0004472,Carrie Patterson,IT,Data Analyst,25/10/2022,"Lisaport, North Macedonia",5,2,Terminated,On-site,574639
4472,EMP0004473,Corey Thompson,Sales,Account Manager,25/03/2016,"New Johnhaven, Sri Lanka",1,9,Active,On-site,1125916
4473,EMP0004474,Tina Diaz,Sales,Account Manager,08/06/2020,"Wisefort, Mozambique",4,5,Active,On-site,707611
4474,EMP0004475,Stephen Garcia,Sales,Sales Director,25/09/2022,"New Brandonbury, Bouvet Island (Bouvetoya)",3,2,Resigned,On-site,997971
4475,EMP0004476,Kendra Glass,HR,Talent Acquisition Specialist,07/09/2023,"Davidshire, Germany",2,1,Active,On-site,1105569
4476,EMP0004477,Janet Owen,Sales,Sales Executive,22/02/2023,"East Sarah, Finland",1,2,Resigned,On-site,437666
4477,EMP0004478,Bruce Johnson,Sales,Sales Director,02/12/2020,"New Amandachester, El Salvador",3,4,Active,Remote,1195476
4478,EMP0004479,Danny Wilson,R&D,Research Scientist,22/04/2024,"Port Danaview, Ecuador",4,1,Active,On-site,1169310
4479,EMP0004480,Amy Mcbride,Sales,Account Manager,09/04/2016,"Whiteburgh, Isle of Man",5,9,Active,On-site,416576
4480,EMP0004481,Richard Rivera,IT,Software Engineer,26/08/2021,"North Lisastad, Senegal",4,3,Active,On-site,1558316
4481,EMP0004482,Christina Richard,R&D,Product Developer,29/02/2020,"Lake Jonathanton, Guatemala",5,5,Resigned,On-site,434848
4482,EMP0004483,Gabrielle Schwartz,IT,CTO,28/08/2011,"East Hannah, Niue",4,13,Resigned,Remote,655852
4483,EMP0004484,Joshua Bailey,Operations,Supply Chain Manager,13/06/2021,"Millerburgh, Myanmar",3,4,Resigned,Remote,821949
4484,EMP0004485,Kelsey Bryant,Sales,Sales Executive,17/01/2018,"Lake Charlesview, Martinique",3,7,Resigned,On-site,851570
4485,EMP0004486,Ronald Mills,Finance,Finance Manager,13/07/2021,"Melissachester, Venezuela",3,4,Resigned,On-site,1011200
